protein_A,protein_B,string_id_A,string_id_B,score,nscore,escore,dscore,tscore
CCL17,IL13,9606.ENSP00000219244,9606.ENSP00000304915,0.913,0.0,0.0,0.0,0.902
CCL17,CCL26,9606.ENSP00000219244,9606.ENSP00000378365,0.997,0.0,0.994,0.0,0.576
EPOR,IL23R,9606.ENSP00000222139,9606.ENSP00000321345,0.424,0.0,0.0,0.0,0.425
EPOR,IL2RG,9606.ENSP00000222139,9606.ENSP00000363318,0.461,0.0,0.0,0.0,0.461
EPOR,IL5RA,9606.ENSP00000222139,9606.ENSP00000412209,0.481,0.0,0.0,0.0,0.481
EPOR,IL11RA,9606.ENSP00000222139,9606.ENSP00000450565,0.491,0.0,0.0,0.0,0.491
EPOR,IL4R,9606.ENSP00000222139,9606.ENSP00000379111,0.514,0.0,0.053,0.0,0.508
EPOR,GHR,9606.ENSP00000222139,9606.ENSP00000483403,0.576,0.0,0.0,0.0,0.576
EPOR,IL19,9606.ENSP00000222139,9606.ENSP00000499459,0.669,0.0,0.0,0.65,0.095
EPOR,IL13,9606.ENSP00000222139,9606.ENSP00000304915,0.69,0.0,0.0,0.65,0.151
EPOR,IL9,9606.ENSP00000222139,9606.ENSP00000274520,0.702,0.0,0.0,0.65,0.185
EPOR,IL4,9606.ENSP00000222139,9606.ENSP00000231449,0.717,0.0,0.0,0.65,0.227
EPOR,TSLP,9606.ENSP00000222139,9606.ENSP00000339804,0.739,0.0,0.0,0.65,0.286
EPOR,CRLF2,9606.ENSP00000222139,9606.ENSP00000370978,0.766,0.0,0.0,0.0,0.766
EPOR,IL5,9606.ENSP00000222139,9606.ENSP00000231454,0.833,0.0,0.0,0.65,0.544
EPOR,CSF2RB,9606.ENSP00000222139,9606.ENSP00000384053,0.985,0.0,0.0,0.0,0.985
EPX,PTGDR2,9606.ENSP00000225371,9606.ENSP00000332812,0.442,0.0,0.0,0.0,0.434
EPX,IL33,9606.ENSP00000225371,9606.ENSP00000370842,0.459,0.0,0.0,0.0,0.449
EPX,TSLP,9606.ENSP00000225371,9606.ENSP00000339804,0.488,0.0,0.0,0.0,0.479
EPX,IL9,9606.ENSP00000225371,9606.ENSP00000274520,0.555,0.0,0.0,0.0,0.543
EPX,CCL24,9606.ENSP00000225371,9606.ENSP00000400533,0.571,0.0,0.0,0.0,0.571
EPX,CCL26,9606.ENSP00000225371,9606.ENSP00000378365,0.579,0.0,0.0,0.0,0.579
EPX,SIGLEC8,9606.ENSP00000225371,9606.ENSP00000321077,0.585,0.0,0.0,0.0,0.579
EPX,IL13,9606.ENSP00000225371,9606.ENSP00000304915,0.599,0.0,0.0,0.0,0.585
EPX,CCL11,9606.ENSP00000225371,9606.ENSP00000302234,0.641,0.0,0.0,0.0,0.641
EPX,IL5RA,9606.ENSP00000225371,9606.ENSP00000412209,0.651,0.0,0.0,0.0,0.621
EPX,IL4,9606.ENSP00000225371,9606.ENSP00000231449,0.697,0.0,0.0,0.0,0.689
EPX,IL5,9606.ENSP00000225371,9606.ENSP00000231454,0.724,0.0,0.0,0.0,0.719
EPX,RNASE3,9606.ENSP00000225371,9606.ENSP00000302324,0.999,0.0,0.0,0.0,0.999
CCL1,IL33,9606.ENSP00000225842,9606.ENSP00000370842,0.428,0.0,0.0,0.0,0.402
CCL1,IL9,9606.ENSP00000225842,9606.ENSP00000274520,0.458,0.0,0.0,0.0,0.37
CCL1,IL5,9606.ENSP00000225842,9606.ENSP00000231454,0.582,0.0,0.0,0.0,0.507
CCL1,TSLP,9606.ENSP00000225842,9606.ENSP00000339804,0.609,0.0,0.0,0.0,0.589
CCL1,CCL26,9606.ENSP00000225842,9606.ENSP00000378365,0.619,0.0,0.0,0.0,0.591
CCL1,IL4,9606.ENSP00000225842,9606.ENSP00000231449,0.627,0.0,0.0,0.0,0.571
CCL1,IL13,9606.ENSP00000225842,9606.ENSP00000304915,0.637,0.0,0.0,0.0,0.571
CCL1,CCL11,9606.ENSP00000225842,9606.ENSP00000302234,0.647,0.0,0.0,0.0,0.64
CCL1,CCL24,9606.ENSP00000225842,9606.ENSP00000400533,0.687,0.0,0.0,0.0,0.653
IL26,IL31,9606.ENSP00000229134,9606.ENSP00000366234,0.4,0.0,0.0,0.0,0.4
IL26,IL17B,9606.ENSP00000229134,9606.ENSP00000261796,0.438,0.0,0.0,0.0,0.396
IL26,TSLP,9606.ENSP00000229134,9606.ENSP00000339804,0.442,0.0,0.0,0.0,0.399
IL26,IL13,9606.ENSP00000229134,9606.ENSP00000304915,0.551,0.0,0.0,0.0,0.507
IL26,IL4,9606.ENSP00000229134,9606.ENSP00000231449,0.565,0.0,0.0,0.0,0.505
IL26,IL22RA2,9606.ENSP00000229134,9606.ENSP00000296980,0.642,0.0,0.0,0.0,0.626
IL26,IL9,9606.ENSP00000229134,9606.ENSP00000274520,0.714,0.0,0.0,0.0,0.657
IL26,IL5,9606.ENSP00000229134,9606.ENSP00000231454,0.727,0.0,0.0,0.0,0.659
IL26,IL23R,9606.ENSP00000229134,9606.ENSP00000321345,0.753,0.0,0.0,0.0,0.734
IL26,IL17F,9606.ENSP00000229134,9606.ENSP00000337432,0.785,0.0,0.0,0.0,0.74
IL26,IFNLR1,9606.ENSP00000229134,9606.ENSP00000327824,0.82,0.0,0.0,0.0,0.82
IL26,IL20RB,9606.ENSP00000229134,9606.ENSP00000328133,0.897,0.0,0.0,0.0,0.896
IL26,IL19,9606.ENSP00000229134,9606.ENSP00000499459,0.897,0.0,0.0,0.0,0.887
IL26,IL22RA1,9606.ENSP00000229134,9606.ENSP00000270800,0.921,0.0,0.0,0.0,0.921
IL26,IL20RA,9606.ENSP00000229134,9606.ENSP00000314976,0.998,0.0,0.0,0.9,0.98
IL26,IL10RB,9606.ENSP00000229134,9606.ENSP00000290200,0.999,0.0,0.0,0.9,0.993
IL4,LTC4S,9606.ENSP00000231449,9606.ENSP00000292596,0.404,0.0,0.0,0.0,0.396
IL4,SIGLEC8,9606.ENSP00000231449,9606.ENSP00000321077,0.415,0.0,0.0,0.0,0.375
IL4,IL1RAP,9606.ENSP00000231449,9606.ENSP00000314807,0.43,0.0,0.0,0.0,0.43
IL4,IL17B,9606.ENSP00000231449,9606.ENSP00000261796,0.447,0.0,0.0,0.0,0.418
IL4,CYSLTR1,9606.ENSP00000231449,9606.ENSP00000362401,0.448,0.0,0.0,0.0,0.448
IL4,IL17RB,9606.ENSP00000231449,9606.ENSP00000288167,0.571,0.0,0.0,0.0,0.571
IL4,IL1RL1,9606.ENSP00000231449,9606.ENSP00000233954,0.608,0.0,0.0,0.0,0.594
IL4,RNASE3,9606.ENSP00000231449,9606.ENSP00000302324,0.612,0.0,0.0,0.0,0.603
IL4,IL25,9606.ENSP00000231449,9606.ENSP00000328111,0.615,0.0,0.0,0.0,0.607
IL4,ALOX5,9606.ENSP00000231449,9606.ENSP00000363512,0.628,0.0,0.0,0.4,0.398
IL4,CNTFR,9606.ENSP00000231449,9606.ENSP00000368265,0.67,0.0,0.0,0.65,0.098
IL4,GHR,9606.ENSP00000231449,9606.ENSP00000483403,0.673,0.0,0.0,0.65,0.105
IL4,IL19,9606.ENSP00000231449,9606.ENSP00000499459,0.687,0.0,0.0,0.0,0.66
IL4,CCL24,9606.ENSP00000231449,9606.ENSP00000400533,0.689,0.0,0.0,0.0,0.667
IL4,PRLR,9606.ENSP00000231449,9606.ENSP00000482954,0.695,0.0,0.0,0.65,0.125
IL4,IL11RA,9606.ENSP00000231449,9606.ENSP00000450565,0.701,0.0,0.0,0.65,0.182
IL4,MPL,9606.ENSP00000231449,9606.ENSP00000361548,0.705,0.0,0.0,0.65,0.182
IL4,IL22RA2,9606.ENSP00000231449,9606.ENSP00000296980,0.713,0.0,0.0,0.65,0.215
IL4,IL20RB,9606.ENSP00000231449,9606.ENSP00000328133,0.714,0.0,0.0,0.65,0.217
IL4,IL31,9606.ENSP00000231449,9606.ENSP00000366234,0.729,0.0,0.0,0.0,0.729
IL4,IFNLR1,9606.ENSP00000231449,9606.ENSP00000327824,0.733,0.0,0.0,0.65,0.27
IL4,IL20RA,9606.ENSP00000231449,9606.ENSP00000314976,0.734,0.0,0.0,0.65,0.273
IL4,OSMR,9606.ENSP00000231449,9606.ENSP00000274276,0.74,0.0,0.0,0.65,0.29
IL4,IL6ST,9606.ENSP00000231449,9606.ENSP00000370698,0.762,0.0,0.0,0.65,0.348
IL4,IL17F,9606.ENSP00000231449,9606.ENSP00000337432,0.766,0.0,0.0,0.0,0.742
IL4,IL22RA1,9606.ENSP00000231449,9606.ENSP00000270800,0.77,0.0,0.0,0.65,0.37
IL4,PTGDR2,9606.ENSP00000231449,9606.ENSP00000332812,0.789,0.0,0.0,0.0,0.749
IL4,CCL26,9606.ENSP00000231449,9606.ENSP00000378365,0.798,0.0,0.0,0.0,0.783
IL4,CSF2RB,9606.ENSP00000231449,9606.ENSP00000384053,0.832,0.0,0.0,0.65,0.542
IL4,IL3RA,9606.ENSP00000231449,9606.ENSP00000327890,0.839,0.0,0.0,0.65,0.54
IL4,IL10RB,9606.ENSP00000231449,9606.ENSP00000290200,0.842,0.0,0.0,0.65,0.569
IL4,IL27RA,9606.ENSP00000231449,9606.ENSP00000263379,0.859,0.0,0.0,0.65,0.614
IL4,IL9R,9606.ENSP00000231449,9606.ENSP00000244174,0.86,0.0,0.0,0.65,0.617
IL4,TSLP,9606.ENSP00000231449,9606.ENSP00000339804,0.872,0.0,0.0,0.0,0.862
IL4,CRLF2,9606.ENSP00000231449,9606.ENSP00000370978,0.884,0.0,0.0,0.65,0.678
IL4,IL12RB2,9606.ENSP00000231449,9606.ENSP00000262345,0.901,0.0,0.0,0.65,0.729
IL4,IL33,9606.ENSP00000231449,9606.ENSP00000370842,0.908,0.0,0.0,0.0,0.904
IL4,IL23R,9606.ENSP00000231449,9606.ENSP00000321345,0.909,0.0,0.0,0.65,0.747
IL4,IL5RA,9606.ENSP00000231449,9606.ENSP00000412209,0.941,0.0,0.0,0.65,0.802
IL4,CCL11,9606.ENSP00000231449,9606.ENSP00000302234,0.955,0.0,0.0,0.0,0.955
IL4,IL21R,9606.ENSP00000231449,9606.ENSP00000338010,0.978,0.0,0.0,0.65,0.94
IL4,IL5,9606.ENSP00000231449,9606.ENSP00000231454,0.988,0.0,0.0,0.0,0.983
IL4,IL13RA2,9606.ENSP00000231449,9606.ENSP00000361004,0.992,0.0,0.0,0.9,0.928
IL4,IL13,9606.ENSP00000231449,9606.ENSP00000304915,0.993,0.0,0.0,0.0,0.991
IL4,IL9,9606.ENSP00000231449,9606.ENSP00000274520,0.996,0.0,0.0,0.0,0.996
IL4,IL2RG,9606.ENSP00000231449,9606.ENSP00000363318,0.999,0.0,0.961,0.9,0.996
IL4,IL4R,9606.ENSP00000231449,9606.ENSP00000379111,0.999,0.0,0.999,0.9,0.999
IL4,IL13RA1,9606.ENSP00000231449,9606.ENSP00000360730,0.999,0.0,0.946,0.9,0.997
IL5,CYSLTR1,9606.ENSP00000231454,9606.ENSP00000362401,0.506,0.0,0.0,0.0,0.506
IL5,SIGLEC8,9606.ENSP00000231454,9606.ENSP00000321077,0.589,0.0,0.0,0.0,0.583
IL5,IL17B,9606.ENSP00000231454,9606.ENSP00000261796,0.605,0.0,0.0,0.0,0.572
IL5,IL19,9606.ENSP00000231454,9606.ENSP00000499459,0.617,0.0,0.0,0.0,0.591
IL5,IL1RAP,9606.ENSP00000231454,9606.ENSP00000314807,0.618,0.0,0.0,0.0,0.618
IL5,CNTFR,9606.ENSP00000231454,9606.ENSP00000368265,0.668,0.0,0.0,0.65,0.091
IL5,PRLR,9606.ENSP00000231454,9606.ENSP00000482954,0.669,0.0,0.0,0.65,0.094
IL5,IL20RB,9606.ENSP00000231454,9606.ENSP00000328133,0.689,0.0,0.0,0.65,0.138
IL5,MPL,9606.ENSP00000231454,9606.ENSP00000361548,0.689,0.0,0.0,0.65,0.15
IL5,IL11RA,9606.ENSP00000231454,9606.ENSP00000450565,0.689,0.0,0.0,0.65,0.149
IL5,OSMR,9606.ENSP00000231454,9606.ENSP00000274276,0.707,0.0,0.0,0.65,0.198
IL5,IL22RA2,9606.ENSP00000231454,9606.ENSP00000296980,0.71,0.0,0.0,0.65,0.196
IL5,IL31,9606.ENSP00000231454,9606.ENSP00000366234,0.712,0.0,0.0,0.0,0.712
IL5,IL20RA,9606.ENSP00000231454,9606.ENSP00000314976,0.712,0.0,0.0,0.65,0.213
IL5,IL17RB,9606.ENSP00000231454,9606.ENSP00000288167,0.717,0.0,0.0,0.0,0.714
IL5,IFNLR1,9606.ENSP00000231454,9606.ENSP00000327824,0.723,0.0,0.0,0.65,0.237
IL5,CCL24,9606.ENSP00000231454,9606.ENSP00000400533,0.731,0.0,0.0,0.0,0.711
IL5,PTGDR2,9606.ENSP00000231454,9606.ENSP00000332812,0.731,0.0,0.0,0.0,0.711
IL5,IL6ST,9606.ENSP00000231454,9606.ENSP00000370698,0.734,0.0,0.0,0.65,0.272
IL5,CCL26,9606.ENSP00000231454,9606.ENSP00000378365,0.739,0.0,0.0,0.0,0.716
IL5,IL27RA,9606.ENSP00000231454,9606.ENSP00000263379,0.74,0.0,0.0,0.65,0.288
IL5,IL10RB,9606.ENSP00000231454,9606.ENSP00000290200,0.759,0.0,0.0,0.65,0.328
IL5,IL22RA1,9606.ENSP00000231454,9606.ENSP00000270800,0.762,0.0,0.0,0.65,0.348
IL5,IL21R,9606.ENSP00000231454,9606.ENSP00000338010,0.763,0.0,0.0,0.65,0.349
IL5,GHR,9606.ENSP00000231454,9606.ENSP00000483403,0.772,0.0,0.0,0.65,0.377
IL5,IL9R,9606.ENSP00000231454,9606.ENSP00000244174,0.778,0.0,0.0,0.65,0.392
IL5,IL1RL1,9606.ENSP00000231454,9606.ENSP00000233954,0.793,0.0,0.0,0.0,0.788
IL5,IL25,9606.ENSP00000231454,9606.ENSP00000328111,0.798,0.0,0.0,0.0,0.798
IL5,IL23R,9606.ENSP00000231454,9606.ENSP00000321345,0.801,0.0,0.0,0.65,0.448
IL5,IL12RB2,9606.ENSP00000231454,9606.ENSP00000262345,0.821,0.0,0.0,0.65,0.505
IL5,RNASE3,9606.ENSP00000231454,9606.ENSP00000302324,0.84,0.0,0.0,0.0,0.84
IL5,IL17F,9606.ENSP00000231454,9606.ENSP00000337432,0.845,0.0,0.0,0.0,0.823
IL5,CRLF2,9606.ENSP00000231454,9606.ENSP00000370978,0.847,0.0,0.0,0.65,0.581
IL5,IL2RG,9606.ENSP00000231454,9606.ENSP00000363318,0.849,0.0,0.0,0.65,0.587
IL5,TSLP,9606.ENSP00000231454,9606.ENSP00000339804,0.868,0.0,0.0,0.0,0.859
IL5,IL13RA1,9606.ENSP00000231454,9606.ENSP00000360730,0.886,0.0,0.0,0.65,0.69
IL5,IL13RA2,9606.ENSP00000231454,9606.ENSP00000361004,0.901,0.0,0.0,0.65,0.73
IL5,IL4R,9606.ENSP00000231454,9606.ENSP00000379111,0.933,0.0,0.0,0.65,0.817
IL5,CCL11,9606.ENSP00000231454,9606.ENSP00000302234,0.934,0.0,0.0,0.0,0.933
IL5,IL3RA,9606.ENSP00000231454,9606.ENSP00000327890,0.937,0.0,0.0,0.65,0.826
IL5,IL33,9606.ENSP00000231454,9606.ENSP00000370842,0.938,0.0,0.0,0.0,0.935
IL5,IL13,9606.ENSP00000231454,9606.ENSP00000304915,0.991,0.0,0.0,0.0,0.986
IL5,IL9,9606.ENSP00000231454,9606.ENSP00000274520,0.995,0.0,0.0,0.0,0.991
IL5,CSF2RB,9606.ENSP00000231454,9606.ENSP00000384053,0.997,0.0,0.591,0.9,0.953
IL5,IL5RA,9606.ENSP00000231454,9606.ENSP00000412209,0.999,0.0,0.982,0.9,0.998
IL1RL1,IL9R,9606.ENSP00000233954,9606.ENSP00000244174,0.407,0.0,0.0,0.0,0.407
IL1RL1,IL27RA,9606.ENSP00000233954,9606.ENSP00000263379,0.408,0.0,0.0,0.0,0.209
IL1RL1,OSMR,9606.ENSP00000233954,9606.ENSP00000274276,0.471,0.0,0.0,0.0,0.461
IL1RL1,IL5RA,9606.ENSP00000233954,9606.ENSP00000412209,0.478,0.0,0.0,0.0,0.431
IL1RL1,IL4R,9606.ENSP00000233954,9606.ENSP00000379111,0.511,0.0,0.045,0.0,0.506
IL1RL1,IL9,9606.ENSP00000233954,9606.ENSP00000274520,0.526,0.0,0.0,0.0,0.511
IL1RL1,PTGDR2,9606.ENSP00000233954,9606.ENSP00000332812,0.551,0.0,0.0,0.0,0.537
IL1RL1,IL22RA1,9606.ENSP00000233954,9606.ENSP00000270800,0.586,0.0,0.0,0.0,0.369
IL1RL1,IL13RA1,9606.ENSP00000233954,9606.ENSP00000360730,0.606,0.0,0.0,0.0,0.467
IL1RL1,CRLF2,9606.ENSP00000233954,9606.ENSP00000370978,0.715,0.0,0.0,0.0,0.713
IL1RL1,IL17RB,9606.ENSP00000233954,9606.ENSP00000288167,0.722,0.0,0.0,0.0,0.722
IL1RL1,TSLP,9606.ENSP00000233954,9606.ENSP00000339804,0.831,0.0,0.0,0.0,0.823
IL1RL1,IL13,9606.ENSP00000233954,9606.ENSP00000304915,0.864,0.0,0.0,0.0,0.858
IL1RL1,IL1RAP,9606.ENSP00000233954,9606.ENSP00000314807,0.999,0.0,0.857,0.5,0.987
IL1RL1,IL33,9606.ENSP00000233954,9606.ENSP00000370842,0.999,0.0,0.963,0.9,0.999
IL9R,IL5RA,9606.ENSP00000244174,9606.ENSP00000412209,0.413,0.0,0.0,0.0,0.402
IL9R,IL21R,9606.ENSP00000244174,9606.ENSP00000338010,0.459,0.0,0.0,0.0,0.456
IL9R,CCL11,9606.ENSP00000244174,9606.ENSP00000302234,0.489,0.0,0.0,0.0,0.489
IL9R,IL17RB,9606.ENSP00000244174,9606.ENSP00000288167,0.503,0.0,0.0,0.0,0.398
IL9R,IL4R,9606.ENSP00000244174,9606.ENSP00000379111,0.51,0.0,0.0,0.0,0.507
IL9R,IL19,9606.ENSP00000244174,9606.ENSP00000499459,0.694,0.0,0.0,0.65,0.159
IL9R,TSLP,9606.ENSP00000244174,9606.ENSP00000339804,0.766,0.0,0.0,0.65,0.36
IL9R,IL13,9606.ENSP00000244174,9606.ENSP00000304915,0.777,0.0,0.0,0.65,0.391
IL9R,IL2RG,9606.ENSP00000244174,9606.ENSP00000363318,0.954,0.0,0.0,0.8,0.766
IL9R,IL9,9606.ENSP00000244174,9606.ENSP00000274520,0.999,0.0,0.975,0.9,0.968
IL17B,IL9,9606.ENSP00000261796,9606.ENSP00000274520,0.411,0.0,0.0,0.0,0.37
IL17B,IL19,9606.ENSP00000261796,9606.ENSP00000499459,0.457,0.0,0.0,0.0,0.419
IL17B,IL20RB,9606.ENSP00000261796,9606.ENSP00000328133,0.499,0.0,0.0,0.0,0.492
IL17B,IL20RA,9606.ENSP00000261796,9606.ENSP00000314976,0.499,0.0,0.0,0.0,0.5
IL17B,IL33,9606.ENSP00000261796,9606.ENSP00000370842,0.55,0.0,0.0,0.0,0.55
IL17B,CCL11,9606.ENSP00000261796,9606.ENSP00000302234,0.572,0.0,0.0,0.0,0.572
IL17B,IL17F,9606.ENSP00000261796,9606.ENSP00000337432,0.606,0.0,0.0,0.0,0.59
IL17B,IL13,9606.ENSP00000261796,9606.ENSP00000304915,0.617,0.0,0.0,0.0,0.595
IL17B,IL25,9606.ENSP00000261796,9606.ENSP00000328111,0.991,0.0,0.0,0.0,0.991
IL17B,IL17RB,9606.ENSP00000261796,9606.ENSP00000288167,0.999,0.0,0.292,0.9,0.999
IL12RB2,IL21R,9606.ENSP00000262345,9606.ENSP00000338010,0.486,0.0,0.0,0.0,0.46
IL12RB2,IL4R,9606.ENSP00000262345,9606.ENSP00000379111,0.522,0.0,0.0,0.0,0.522
IL12RB2,IL17RB,9606.ENSP00000262345,9606.ENSP00000288167,0.544,0.0,0.0,0.0,0.544
IL12RB2,IL10RB,9606.ENSP00000262345,9606.ENSP00000290200,0.577,0.0,0.0,0.0,0.577
IL12RB2,IL13RA1,9606.ENSP00000262345,9606.ENSP00000360730,0.581,0.0,0.0,0.0,0.57
IL12RB2,IL23R,9606.ENSP00000262345,9606.ENSP00000321345,0.625,0.0,0.0,0.0,0.608
IL12RB2,IL17F,9606.ENSP00000262345,9606.ENSP00000337432,0.659,0.0,0.0,0.0,0.649
IL12RB2,IL19,9606.ENSP00000262345,9606.ENSP00000499459,0.715,0.0,0.0,0.65,0.219
IL12RB2,TSLP,9606.ENSP00000262345,9606.ENSP00000339804,0.738,0.0,0.0,0.65,0.264
IL12RB2,IL6ST,9606.ENSP00000262345,9606.ENSP00000370698,0.766,0.0,0.0,0.5,0.553
IL12RB2,IL9,9606.ENSP00000262345,9606.ENSP00000274520,0.778,0.0,0.0,0.65,0.38
IL12RB2,IL13,9606.ENSP00000262345,9606.ENSP00000304915,0.821,0.0,0.0,0.65,0.479
IL12RB2,IL27RA,9606.ENSP00000262345,9606.ENSP00000263379,0.995,0.0,0.0,0.8,0.978
IL27RA,IL21R,9606.ENSP00000263379,9606.ENSP00000338010,0.449,0.0,0.0,0.0,0.414
IL27RA,IL22RA1,9606.ENSP00000263379,9606.ENSP00000270800,0.47,0.0,0.0,0.0,0.234
IL27RA,IL13RA1,9606.ENSP00000263379,9606.ENSP00000360730,0.505,0.0,0.0,0.0,0.338
IL27RA,IL11RA,9606.ENSP00000263379,9606.ENSP00000450565,0.593,0.0,0.0,0.0,0.593
IL27RA,IL19,9606.ENSP00000263379,9606.ENSP00000499459,0.673,0.0,0.0,0.65,0.105
IL27RA,TSLP,9606.ENSP00000263379,9606.ENSP00000339804,0.697,0.0,0.0,0.65,0.15
IL27RA,IL9,9606.ENSP00000263379,9606.ENSP00000274520,0.716,0.0,0.0,0.65,0.224
IL27RA,IL13,9606.ENSP00000263379,9606.ENSP00000304915,0.759,0.0,0.0,0.65,0.322
IL27RA,IL23R,9606.ENSP00000263379,9606.ENSP00000321345,0.786,0.0,0.0,0.54,0.545
IL27RA,CNTFR,9606.ENSP00000263379,9606.ENSP00000368265,0.995,0.0,0.091,0.0,0.995
IL27RA,IL6ST,9606.ENSP00000263379,9606.ENSP00000370698,0.999,0.0,0.8,0.8,0.986
IL22RA1,IL23R,9606.ENSP00000270800,9606.ENSP00000321345,0.418,0.0,0.0,0.0,0.419
IL22RA1,IL4R,9606.ENSP00000270800,9606.ENSP00000379111,0.478,0.0,0.0,0.0,0.3
IL22RA1,IL17F,9606.ENSP00000270800,9606.ENSP00000337432,0.48,0.0,0.0,0.0,0.48
IL22RA1,IL25,9606.ENSP00000270800,9606.ENSP00000328111,0.582,0.0,0.0,0.0,0.579
IL22RA1,IL13RA1,9606.ENSP00000270800,9606.ENSP00000360730,0.713,0.0,0.0,0.0,0.528
IL22RA1,IL9,9606.ENSP00000270800,9606.ENSP00000274520,0.757,0.0,0.0,0.65,0.336
IL22RA1,TSLP,9606.ENSP00000270800,9606.ENSP00000339804,0.77,0.0,0.0,0.65,0.37
IL22RA1,IL13,9606.ENSP00000270800,9606.ENSP00000304915,0.771,0.0,0.0,0.65,0.373
IL22RA1,IL22RA2,9606.ENSP00000270800,9606.ENSP00000296980,0.821,0.0,0.236,0.5,0.545
IL22RA1,IFNLR1,9606.ENSP00000270800,9606.ENSP00000327824,0.822,0.0,0.0,0.0,0.677
IL22RA1,IL20RA,9606.ENSP00000270800,9606.ENSP00000314976,0.936,0.0,0.0,0.0,0.927
IL22RA1,IL19,9606.ENSP00000270800,9606.ENSP00000499459,0.952,0.0,0.0,0.65,0.871
IL22RA1,IL20RB,9606.ENSP00000270800,9606.ENSP00000328133,0.999,0.0,0.937,0.8,0.999
IL22RA1,IL10RB,9606.ENSP00000270800,9606.ENSP00000290200,0.999,0.0,0.561,0.8,0.999
OSMR,IFNLR1,9606.ENSP00000274276,9606.ENSP00000327824,0.4,0.0,0.0,0.0,0.4
OSMR,IL33,9606.ENSP00000274276,9606.ENSP00000370842,0.533,0.0,0.0,0.0,0.524
OSMR,IL11RA,9606.ENSP00000274276,9606.ENSP00000450565,0.632,0.0,0.0,0.0,0.631
OSMR,IL9,9606.ENSP00000274276,9606.ENSP00000274520,0.672,0.0,0.0,0.65,0.102
OSMR,IL19,9606.ENSP00000274276,9606.ENSP00000499459,0.699,0.0,0.0,0.65,0.177
OSMR,TSLP,9606.ENSP00000274276,9606.ENSP00000339804,0.727,0.0,0.0,0.65,0.25
OSMR,IL13,9606.ENSP00000274276,9606.ENSP00000304915,0.733,0.0,0.0,0.65,0.27
OSMR,CNTFR,9606.ENSP00000274276,9606.ENSP00000368265,0.746,0.0,0.0,0.0,0.746
OSMR,IL6ST,9606.ENSP00000274276,9606.ENSP00000370698,0.975,0.0,0.51,0.8,0.761
OSMR,IL31,9606.ENSP00000274276,9606.ENSP00000366234,0.999,0.0,0.0,0.9,0.995
IL9,CCL24,9606.ENSP00000274520,9606.ENSP00000400533,0.459,0.0,0.0,0.0,0.42
IL9,CCL26,9606.ENSP00000274520,9606.ENSP00000378365,0.493,0.0,0.0,0.0,0.447
IL9,IL17RB,9606.ENSP00000274520,9606.ENSP00000288167,0.514,0.0,0.0,0.0,0.507
IL9,IL25,9606.ENSP00000274520,9606.ENSP00000328111,0.585,0.0,0.0,0.0,0.578
IL9,GHR,9606.ENSP00000274520,9606.ENSP00000483403,0.65,0.0,0.0,0.65,0.0
IL9,PRLR,9606.ENSP00000274520,9606.ENSP00000482954,0.651,0.0,0.0,0.65,0.045
IL9,CNTFR,9606.ENSP00000274520,9606.ENSP00000368265,0.656,0.0,0.0,0.65,0.06
IL9,IL31,9606.ENSP00000274520,9606.ENSP00000366234,0.664,0.0,0.0,0.0,0.662
IL9,IFNLR1,9606.ENSP00000274520,9606.ENSP00000327824,0.682,0.0,0.0,0.65,0.122
IL9,IL20RA,9606.ENSP00000274520,9606.ENSP00000314976,0.689,0.0,0.0,0.65,0.15
IL9,MPL,9606.ENSP00000274520,9606.ENSP00000361548,0.689,0.0,0.0,0.65,0.15
IL9,IL11RA,9606.ENSP00000274520,9606.ENSP00000450565,0.691,0.0,0.0,0.65,0.154
IL9,IL20RB,9606.ENSP00000274520,9606.ENSP00000328133,0.692,0.0,0.0,0.65,0.146
IL9,CSF2RB,9606.ENSP00000274520,9606.ENSP00000384053,0.703,0.0,0.0,0.65,0.188
IL9,IL19,9606.ENSP00000274520,9606.ENSP00000499459,0.71,0.0,0.0,0.0,0.682
IL9,IL6ST,9606.ENSP00000274520,9606.ENSP00000370698,0.716,0.0,0.0,0.65,0.223
IL9,IL22RA2,9606.ENSP00000274520,9606.ENSP00000296980,0.717,0.0,0.0,0.65,0.22
IL9,PTGDR2,9606.ENSP00000274520,9606.ENSP00000332812,0.736,0.0,0.0,0.0,0.718
IL9,IL13RA2,9606.ENSP00000274520,9606.ENSP00000361004,0.741,0.0,0.0,0.65,0.292
IL9,IL3RA,9606.ENSP00000274520,9606.ENSP00000327890,0.742,0.0,0.0,0.65,0.29
IL9,TSLP,9606.ENSP00000274520,9606.ENSP00000339804,0.745,0.0,0.0,0.0,0.729
IL9,IL17F,9606.ENSP00000274520,9606.ENSP00000337432,0.754,0.0,0.0,0.0,0.68
IL9,IL33,9606.ENSP00000274520,9606.ENSP00000370842,0.771,0.0,0.0,0.0,0.771
IL9,IL13RA1,9606.ENSP00000274520,9606.ENSP00000360730,0.781,0.0,0.0,0.65,0.4
IL9,IL5RA,9606.ENSP00000274520,9606.ENSP00000412209,0.804,0.0,0.0,0.65,0.436
IL9,CRLF2,9606.ENSP00000274520,9606.ENSP00000370978,0.807,0.0,0.0,0.65,0.471
IL9,IL23R,9606.ENSP00000274520,9606.ENSP00000321345,0.821,0.0,0.0,0.65,0.476
